id,name,category,subcategory,color,color_family,undertone_match,fit,tags,gender,price,brand,url,image_url,ai_tags
mia_1978317013107,"Argyle Pearl Necklace, Gold Vermeil/Light Blue",jewelry,Necklaces,gold,yellow,warm,n/a,"bold,relaxed,vintage",unisex,185.0,Miansai,https://www.miansai.com/products/argyle-pearl-pendant-necklace-wenamel-gold-vermeil-polished,https://cdn.shopify.com/s/files/1/1994/2941/products/103-0250_color_lightblue_01_1.jpg?v=1691061027,"everyday,minimalist"
mia_7117138133107,"Dawn Trilogy Necklace, Gold Vermeil/Black",jewelry,Necklaces,black,neutral,neutral,n/a,everyday,unisex,215.0,Miansai,https://www.miansai.com/products/dawn-trilogy-pendant-necklace-gold-vermeil-wblackenamel,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0664_color_black_01_ed4e146d-8997-460b-8143-f6a2b5a248e7.jpg?v=1691165258,"everyday,minimalist"
mia_4358923518067,"Track Ring, Sterling Silver",jewelry,Rings,silver,neutral,cool,n/a,everyday,unisex,85.0,Miansai,https://www.miansai.com/products/track-ring-sterling-silver-1,https://cdn.shopify.com/s/files/1/1994/2941/products/104-0311_color_mattesilver_01.jpg?v=1691060681,"everyday,minimalist,streetwear"
mia_929589395571,"Round Top Signet Ring, Gold Plated",jewelry,Rings,gold,yellow,warm,n/a,"everyday,office",unisex,85.0,Miansai,https://www.miansai.com/products/round-top-ring-gold-plated-ss618,https://cdn.shopify.com/s/files/1/1994/2941/products/104-0032_color_mattegold_01.jpg?v=1691073652,"everyday,minimalist"
mia_11850851855,"Anchor Necklace, Gold",jewelry,Necklaces,gold,yellow,warm,n/a,vintage,unisex,160.0,Miansai,https://www.miansai.com/products/anchor-necklace-gold-plated,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0006_color_polishedgold_01.jpg?v=1691188300,"everyday,minimalist"
mia_4401068474483,"Lamassu Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,everyday,unisex,145.0,Miansai,https://www.miansai.com/products/lamassu-pendant-necklace-sterling-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0348_color_polishedsilver_01_41da22d9-36c6-42b8-a4f6-c3b32a05945c.jpg?v=1691010822,"everyday,minimalist"
mia_4401068572787,"2mm Figaro Chain Necklace, Gold Vermeil",jewelry,Necklaces,gold,yellow,warm,n/a,everyday,unisex,125.0,Miansai,https://www.miansai.com/products/2mm-figaro-chain-necklace-gold-vermeil,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0351_color_polishedgold_01_0307337b-eb69-4e92-a598-83d79fb244d2.jpg?v=1690990650,"everyday,minimalist"
mia_6657682964595,"Lennox Sodalite Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,vintage,unisex,105.0,Miansai,https://www.miansai.com/products/lennox-sodalite-pendant-necklace-sterling-silver-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0472_color_blue_01_5033eeda-c728-4ce4-8ed8-e947abde30b5.jpg?v=1691191358,"everyday,minimalist"
mia_15068395897200,"Avi Bead Necklace, Sterling Silver / Green/White",jewelry,Necklaces,white,neutral,neutral,n/a,"minimalist,bold",unisex,145.0,Miansai,https://www.miansai.com/products/avi-necklace-sterling-silver-wheishi-beads-greenwhite,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0986_color_greenwhite_01.jpg?v=1775676994,"everyday,minimalist"
mia_15049936339312,"Avi Bead Bracelet, Sterling Silver / Green/White",jewelry,Bracelets,white,neutral,neutral,n/a,"minimalist,bold",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-greenwhite,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0769_color_greenwhite_01.jpg?v=1773783491,"everyday,minimalist"
mia_15063581786480,"1.3mm Rolo Chain Necklace, Gold Vermeil",jewelry,Necklaces,gold,yellow,warm,n/a,"minimalist,office",unisex,125.0,Miansai,https://www.miansai.com/products/1-3mm-rolo-chain-necklace-gold-vermeil-m,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0864_color_polishedgold_01.jpg?v=1773862662,"everyday,minimalist"
mia_7450699923571,"Slim Braided Herringbone Choker, Gold Vermeil",jewelry,Necklaces,gold,yellow,warm,n/a,tailored,womens,175.0,Miansai,https://www.miansai.com/products/slim-braided-herringbone-choker-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0625_color_polishedgold_01.jpg?v=1711389424,"everyday,minimalist,tailored"
mia_15061981397360,"1.3mm Rolo Chain Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,bold,office",unisex,115.0,Miansai,https://www.miansai.com/products/1-3mm-rolo-chain-necklace-sterling-silver-m,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0865_color_polishedsilver_01.jpg?v=1773862639,"everyday,minimalist"
mia_15049936372080,"Avi Bead Bracelet, Sterling Silver / Blue/White",jewelry,Bracelets,white,neutral,neutral,n/a,bold,unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-bluewhiteamber,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0788_color_bluewhiteamber_01.jpg?v=1773783505,"everyday,minimalist"
mia_15054382793072,"Avi Bead Necklace, Sterling Silver / Blue/White",jewelry,Necklaces,white,neutral,neutral,n/a,everyday,unisex,145.0,Miansai,https://www.miansai.com/products/avi-necklace-sterling-silver-wheishi-beads-bluewhiteamber,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0991_color_bluewhiteamber_01.jpg?v=1774381082,"everyday,minimalist"
mia_15054382760304,"Chai Pendant Necklace, Sterling Silver / Sapphire",jewelry,Necklaces,sapphire,blue,cool,n/a,minimalist,unisex,225.0,Miansai,https://www.miansai.com/products/chai-pendant-necklace-sterling-silver-wsustainably-created-sapphire-bluesilver,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0960_color_bluesilver_01.jpg?v=1774381057,"everyday,minimalist"
mia_15054382727536,"Cove Bead Bracelet, Sterling Silver / Red/White/Blue",jewelry,Bracelets,white,neutral,neutral,n/a,"minimalist,bold",unisex,175.0,Miansai,https://www.miansai.com/products/cove-bracelet-sterling-silver-wdisc-beads-redwhiteblue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0775_color_redwhiteblue_01.jpg?v=1774381045,"everyday,minimalist"
mia_15054382694768,"Cove Bead Bracelet, Sterling Silver / Blue",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,bold,office",unisex,175.0,Miansai,https://www.miansai.com/products/cove-bracelet-sterling-silver-wdisc-beads-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0772_color_blue_01.jpg?v=1774381033,"everyday,minimalist"
mia_15054382662000,"Orb 1.5mm Chain Bracelet, Sterling Silver / Black",jewelry,Bracelets,cream,warm-white,warm,n/a,"minimalist,bold,muted",unisex,145.0,Miansai,https://www.miansai.com/products/orb-1-5mm-chain-bracelet-sterling-silver-wenamel-blackcream,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0761_color_blackcream_01.jpg?v=1774373851,"everyday,minimalist"
mia_15054382629232,"Niko Bead Bracelet, Sterling Silver / Green",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,bold",unisex,150.0,Miansai,https://www.miansai.com/products/niko-bracelet-sterling-silver-wmiyuki-beads-green,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0688_color_green_01.jpg?v=1774373833,"everyday,minimalist"
mia_7705405948019,"Ciro Chain Bracelet, Sterling Silver / Blue",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,bold",unisex,115.0,Miansai,https://www.miansai.com/products/ciro-chain-bracelet-sterling-silver-wenamel-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0670_color_blue_01.jpg?v=1721170019,"everyday,minimalist"
mia_7705406111859,"Ciro Chain Bracelet, Sterling Silver / Green",jewelry,Bracelets,silver,neutral,cool,n/a,office,unisex,115.0,Miansai,https://www.miansai.com/products/ciro-chain-bracelet-sterling-silver-wenamel-green,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0672_color_green_01_b44285df-89e8-400e-84ac-7b0e7a0c72d8.jpg?v=1721947628,"everyday,minimalist"
mia_14945293336944,"1.3mm Rolo Chain Necklace, Gold Vermeil",jewelry,Necklaces,gold,yellow,warm,n/a,"minimalist,office",unisex,125.0,Miansai,https://www.miansai.com/products/1-3mm-rolo-chain-necklace-gold-vermeil-polished-gold-w,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0864_color_polishedgold_01.jpg?v=1773862662,"everyday,minimalist"
mia_14945293369712,"1.3mm Rolo Chain Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,bold,office",unisex,115.0,Miansai,https://www.miansai.com/products/1-3mm-rolo-chain-necklace-sterling-silver-polished-silver-w,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0865_color_polishedsilver_01.jpg?v=1773862639,"everyday,minimalist"
mia_14971563868528,"Kai Agate Choker, Sterling Silver / Green",jewelry,Necklaces,silver,neutral,cool,n/a,muted,unisex,150.0,Miansai,https://www.miansai.com/products/kai-agate-choker-sterling-silver-green,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0814_color_green_01.jpg?v=1773790644,"everyday,minimalist"
mia_15049936404848,"Thin Nia Cuff Bracelet, Gold Plated",jewelry,Cuffs,gold,yellow,warm,n/a,everyday,unisex,195.0,Miansai,https://www.miansai.com/products/thin-nia-cuff-gold-plated-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/102-0517_color_polishedgold_01.jpg?v=1773783526,"everyday,minimalist"
mia_15049936306544,"Forge Chain Bracelet, Sterling Silver",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,everyday",unisex,155.0,Miansai,https://www.miansai.com/products/forge-chain-bracelet-sterling-silver-polished-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0719_PolishedSilver_01.jpg?v=1773783477,"everyday,minimalist"
mia_15049936273776,"Dima Chain Bracelet, Gold Vermeil",jewelry,Bracelets,gold,yellow,warm,n/a,everyday,unisex,195.0,Miansai,https://www.miansai.com/products/dima-chain-bracelet-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0685_color_polishedgold_01.jpg?v=1773783458,"everyday,minimalist"
mia_15049936470384,"Carolyn Ring Pendant Necklace, Gold Vermeil",jewelry,Necklaces,gold,yellow,warm,n/a,minimalist,unisex,195.0,Miansai,https://www.miansai.com/products/carolyn-ring-necklace-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0999_color_polishedgold_01.jpg?v=1773783434,"everyday,minimalist"
mia_7459020996723,"Alta Emerald Choker, Gold Vermeil/Sapphire",jewelry,Necklaces,sapphire,blue,cool,n/a,everyday,unisex,275.0,Miansai,https://www.miansai.com/products/alta-choker-gold-vermeil-wtopaz-sustainably-created-emeralds-green,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0688_color_green_01.jpg?v=1712259062,"everyday,minimalist"
mia_15016127496560,"Spring Cuff, Matte Silver",jewelry,Cuffs,silver,neutral,cool,n/a,"everyday,office",unisex,95.0,Miansai,https://www.miansai.com/products/spring-cuff-stainless-steel-matte-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/CU-2016-_color_mattesilver_01.jpg?v=1770406703,"everyday,minimalist"
mia_6722645098611,"Ares Bracelet, Sterling Silver",jewelry,Bracelets,silver,neutral,cool,n/a,everyday,unisex,55.0,Miansai,https://www.miansai.com/products/ares-bracelet-sterling-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0392_color_teal_01.jpg?v=1696006705,"everyday,minimalist"
mia_14971563704688,"Juno Leather Bracelet, Sterling Silver / Cognac",jewelry,Bracelets,silver,neutral,cool,n/a,muted,womens,115.0,Miansai,https://www.miansai.com/products/juno-leather-bracelet-sterling-silver-cognac,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0747_color_cognac_01.jpg?v=1765316346,"everyday,minimalist"
mia_14971563639152,"Cruz Leather Bracelet, Sterling Silver / Cognac",jewelry,Bracelets,silver,neutral,cool,n/a,muted,womens,105.0,Miansai,https://www.miansai.com/products/cruz-leather-bracelet-sterling-silver-cognac,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0746_color_cognac_01.jpg?v=1765316344,"everyday,minimalist"
mia_14971563606384,"Cruz Rope Bracelet, Sterling Silver / Blue",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,muted,everyday",unisex,95.0,Miansai,https://www.miansai.com/products/cruz-rope-bracelet-sterling-silver-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0744_color_blue_01.jpg?v=1765316343,"everyday,minimalist"
mia_14971563573616,"Cruz Rope Bracelet, Sterling Silver / Black",jewelry,Bracelets,black,neutral,neutral,n/a,"minimalist,muted,everyday",unisex,95.0,Miansai,https://www.miansai.com/products/cruz-rope-bracelet-sterling-silver-black,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0743_color_black_01.jpg?v=1765316342,"everyday,minimalist"
mia_14971563540848,"Sven Chain Bracelet, Sterling Silver",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,everyday,office",unisex,165.0,Miansai,https://www.miansai.com/products/sven-chain-bracelet-sterling-silver-polished-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0720_color_polishedsilver_01.jpg?v=1775237300,"everyday,minimalist"
mia_14971563508080,"Bode Chain Bracelet, Gold Vermeil",jewelry,Bracelets,gold,yellow,warm,n/a,everyday,unisex,175.0,Miansai,https://www.miansai.com/products/bode-chain-bracelet-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0715_color_polishedgold_01.jpg?v=1765316339,"everyday,minimalist"
mia_14971563442544,"Bode Chain Bracelet, Sterling Silver",jewelry,Bracelets,silver,neutral,cool,n/a,everyday,unisex,165.0,Miansai,https://www.miansai.com/products/bode-chain-bracelet-sterling-silver-polished-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0714_color_polishedsilver_01.jpg?v=1765316337,"everyday,minimalist"
mia_14971563901296,"Sven Chain Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,muted,office",unisex,225.0,Miansai,https://www.miansai.com/products/sven-chain-necklace-sterling-silver-polished-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0967_color_polishedsilver_01_b7db7dc9-e2bf-4e70-bb1f-d170473b242a.jpg?v=1773344902,"everyday,minimalist"
mia_6722646311027,"Cardinal Necklace, Sterling Silver/Red",jewelry,Necklaces,silver,neutral,cool,n/a,everyday,unisex,145.0,Miansai,https://www.miansai.com/products/cardinal-pendant-necklace-wenamel-sterling-silver,https://cdn.shopify.com/s/files/1/1994/2941/products/103-0486_color_red_01.jpg?v=1691207564,"everyday,minimalist"
mia_14945293795696,"Nia Ring, Gold Vermeil",jewelry,Rings,gold,yellow,warm,n/a,minimalist,unisex,175.0,Miansai,https://www.miansai.com/products/nia-ring-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/104-0642_color_polishedgold_01.jpg?v=1762961950,"everyday,minimalist"
mia_14945293762928,"Women's Heart Signet Ring, Gold Vermeil",jewelry,Rings,gold,yellow,warm,n/a,minimalist,womens,165.0,Miansai,https://www.miansai.com/products/heart-signet-ring-gold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/104-0636_color_polishedgold_01.jpg?v=1762961948,"everyday,minimalist"
mia_14945293730160,"Thin Geo Agate Ring, Sterling Silver",jewelry,Rings,silver,neutral,cool,n/a,"minimalist,bold,muted,everyday,office",unisex,185.0,Miansai,https://www.miansai.com/products/thin-geo-agate-ring-sterling-silver-green,https://cdn.shopify.com/s/files/1/1994/2941/files/104-0569_color_green_01.jpg?v=1762961946,"everyday,minimalist"
mia_14945293304176,"Rolo Clip Chain Bracelet, Silver / Gold",jewelry,Bracelets,silver,neutral,cool,n/a,"bold,vintage",unisex,125.0,Miansai,https://www.miansai.com/products/rolo-clip-bracelet-sterling-silvergold-vermeil-polished-gold,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0792_color_polishedgold_01.jpg?v=1762961945,"everyday,minimalist"
mia_14945293238640,"Rolo Clip Chain Bracelet, Sterling Silver",jewelry,Bracelets,silver,neutral,cool,n/a,"bold,vintage,office",unisex,120.0,Miansai,https://www.miansai.com/products/rolo-clip-bracelet-sterling-silver-polished-silver,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0791_color_polishedsilver_01.jpg?v=1762961945,"everyday,minimalist"
mia_14945293205872,"Juno Leather Bracelet, Polished Black Rhodium / Black",jewelry,Bracelets,black,neutral,neutral,n/a,"minimalist,office",womens,125.0,Miansai,https://www.miansai.com/products/juno-leather-bracelet-polished-black-rhodium-solid-black,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0781_color_solidblack_01.jpg?v=1762961944,"everyday,minimalist"
mia_14945293140336,"Avi Bead Bracelet, Sterling Silver / Dark Amber",jewelry,Bracelets,silver,neutral,cool,n/a,"bold,muted",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-dark-amber,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0759_color_darkamber_01.jpg?v=1762961942,"everyday,minimalist"
mia_14945293173104,"Avi Bead Bracelet, Sterling Silver / Black",jewelry,Bracelets,black,neutral,neutral,n/a,"relaxed,office",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-black,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0768_color_black_01.jpg?v=1762961943,"everyday,minimalist"
mia_14945293107568,"Avi Bead Bracelet, Sterling Silver / Green",jewelry,Bracelets,silver,neutral,cool,n/a,"muted,everyday",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-green,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0754_color_green_01.jpg?v=1762961941,"everyday,minimalist"
mia_14945293074800,"Avi Bead Bracelet, Sterling Silver / Blue",jewelry,Bracelets,silver,neutral,cool,n/a,"muted,relaxed",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0752_color_blue_01.jpg?v=1762961941,"everyday,minimalist"
mia_14945293009264,"Cruz Denim Bracelet, Sterling Silver / Light Navy",jewelry,Bracelets,navy,blue,cool,n/a,"relaxed,office",unisex,115.0,Miansai,https://www.miansai.com/products/cruz-denim-bracelet-sterling-silver-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0745_color_blue_01.jpg?v=1762961940,"everyday,muted,vintage,workwear"
mia_14945293042032,"Avi Bead Bracelet, Sterling Silver / Turquoise",jewelry,Bracelets,white,neutral,neutral,n/a,"minimalist,bold,relaxed",unisex,115.0,Miansai,https://www.miansai.com/products/avi-bracelet-sterling-silver-wheishi-beads-turquoisewhite,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0751_color_turquoisewhite_01.jpg?v=1762961939,"everyday,minimalist"
mia_14945292976496,"Cruz Denim Bracelet, Gold Vermeil / Dark Navy",jewelry,Bracelets,navy,blue,cool,n/a,"relaxed,office",unisex,125.0,Miansai,https://www.miansai.com/products/cruz-denim-bracelet-gold-vermeil-navy-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0739_color_navyblue_01.jpg?v=1762961940,"everyday,muted,vintage,workwear"
mia_14945292943728,"Kai Bead Bracelet, Sterling Silver / Red/White/Blue",jewelry,Bracelets,white,neutral,neutral,n/a,"minimalist,bold",unisex,135.0,Miansai,https://www.miansai.com/products/kai-beaded-bracelet-sterling-silver-redwhiteblue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0738_color_redwhiteblue_01.jpg?v=1762961939,"everyday,minimalist"
mia_14945292910960,"Mirai Micro Tennis Bracelet, Gold Vermeil / Ruby",jewelry,Bracelets,gold,yellow,warm,n/a,everyday,unisex,165.0,Miansai,https://www.miansai.com/products/mirai-micro-tennis-bracelet-gold-vermeil-wsustainably-created-rubies-red,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0733_color_red_01.jpg?v=1762961939,"everyday,minimalist"
mia_14945292845424,"Niko Bead Bracelet, Sterling Silver / Blue",jewelry,Bracelets,silver,neutral,cool,n/a,"minimalist,bold",unisex,150.0,Miansai,https://www.miansai.com/products/niko-bracelet-sterling-silver-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0687_color_blue_01.jpg?v=1762961934,"everyday,minimalist"
mia_14945292878192,"Niko Bead Bracelet, Sterling Silver / Black",jewelry,Bracelets,black,neutral,neutral,n/a,"minimalist,bold",unisex,150.0,Miansai,https://www.miansai.com/products/niko-bracelet-sterling-silver-wmiyuki-beads-black,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0702_color_black_01.jpg?v=1762961934,"everyday,minimalist"
mia_14945292812656,"Ivo Bead Bracelet, Sterling Silver",jewelry,Bracelets,white,neutral,neutral,n/a,minimalist,unisex,135.0,Miansai,https://www.miansai.com/products/ivo-beaded-bracelet-sterling-silver-turquoisewhiteblue,https://cdn.shopify.com/s/files/1/1994/2941/files/101-0638_color_turquoisewhiteblue_01.jpg?v=1762961932,"everyday,minimalist"
mia_14945293664624,"Single Evil Eye Necklace, Gold Vermeil / Blue",jewelry,Necklaces,gold,yellow,warm,n/a,"minimalist,office",unisex,225.0,Miansai,https://www.miansai.com/products/single-blue-eye-necklace-gold-vermeil-wenamel-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0979_color_blue_01.jpg?v=1762926076,"everyday,minimalist"
mia_14945293697392,"Avi Bead Necklace, Sterling Silver / Blue",jewelry,Necklaces,silver,neutral,cool,n/a,everyday,unisex,145.0,Miansai,https://www.miansai.com/products/avi-necklace-sterling-silver-wheishi-beads-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0982_color_blue_01.jpg?v=1773344636,"everyday,minimalist"
mia_14945293631856,"Kai Bead Necklace, Sterling Silver / Red/White/Blue",jewelry,Necklaces,white,neutral,neutral,n/a,"bold,muted",unisex,175.0,Miansai,https://www.miansai.com/products/kai-beaded-necklace-sterling-silver-redwhiteblue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0977_color_redwhiteblue_01.jpg?v=1773430258,"everyday,minimalist"
mia_14945293599088,"Single Evil Eye Necklace, Sterling Silver / Green",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,office",unisex,215.0,Miansai,https://www.miansai.com/products/single-green-eye-necklace-sterling-silver-wenamel-green,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0972_color_green_01.jpg?v=1762926074,"everyday,minimalist"
mia_14945293566320,"Single Evil Eye Necklace, Sterling Silver / Blue",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,office",unisex,215.0,Miansai,https://www.miansai.com/products/single-blue-eye-necklace-sterling-silver-wenamel-blue,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0971_color_blue_01.jpg?v=1762926071,"everyday,minimalist"
mia_14945293533552,"Eternal Love Heart Pendant Necklace, Gold Vermeil / Topaz",jewelry,Necklaces,white,neutral,neutral,n/a,"muted,office",unisex,215.0,Miansai,https://www.miansai.com/products/eternal-love-heart-pendant-necklace-gold-vermeil-wtopaz-white,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0966_color_polishedgold_01.jpg?v=1762926070,"everyday,minimalist"
mia_14945293500784,"Lyra Agate Chain Necklace, Sterling Silver",jewelry,Necklaces,silver,neutral,cool,n/a,"minimalist,bold,muted,office",unisex,225.0,Miansai,https://www.miansai.com/products/lyra-agate-chain-necklace-sterling-silver-green,https://cdn.shopify.com/s/files/1/1994/2941/files/103-0958_color_green_01.jpg?v=1762926069,"everyday,minimalist"
